----	1	----	 N/A 	ROOT	0	<program>
----	13	----	 N/A 	<WithRelOp>	0	<WithRelOp>
----	13	----	 N/A 	<WithRelOp>	1	e
----	13	----	 N/A 	<AOBE>	0	<WithLogOp>
----	13	----	 N/A 	<WithLogOp>	0	<logicalOp>
AND	13	AND	 N/A 	<logicalOp>	1	AND
----	13	----	 N/A 	<WithLogOp>	0	<AnyTerm2>
----	13	----	 N/A 	<AnyTerm2>	0	<AnyTerm>
----	13	----	 N/A 	<AnyTerm>	0	<arithmeticExpr>
----	13	----	 N/A 	<arithmeticExpr>	0	<term>
----	13	----	 N/A 	<term>	0	<factor>
----	13	----	 N/A 	<factor>	0	<var>
t	13	ID	 N/A 	<var>	1	ID
----	13	----	 N/A 	<var>	0	<whichId>
----	13	----	 N/A 	<whichId>	1	e
----	13	----	 N/A 	<term>	0	<N5>
----	13	----	 N/A 	<N5>	1	e
----	13	----	 N/A 	<arithmeticExpr>	0	<N4>
----	13	----	 N/A 	<N4>	1	e
----	13	----	 N/A 	<AnyTerm>	0	<WithRelOp>
----	13	----	 N/A 	<WithRelOp>	1	e
----	13	----	 N/A 	<WithLogOp>	0	<WithLogOp>
----	13	----	 N/A 	<WithLogOp>	1	e
)	13	BC	 N/A 	<iterativeStmt>	1	BC
start	14	START	 N/A 	<iterativeStmt>	1	START
----	13	----	 N/A 	<iterativeStmt>	0	<statements>
----	15	----	 N/A 	<statements>	0	<statement>
----	15	----	 N/A 	<statement>	0	<declareStmt>
declare	15	DECLARE	 N/A 	<declareStmt>	1	DECLARE
----	15	----	 N/A 	<declareStmt>	0	<idList>
p	15	ID	 N/A 	<idList>	1	ID
:	15	COLON	 N/A 	<declareStmt>	1	COLON
----	15	----	 N/A 	<declareStmt>	0	<dataType>
array	15	ARRAY	 N/A 	<dataType>	1	ARRAY
[	15	SQBO	 N/A 	<dataType>	1	SQBO
----	15	----	 N/A 	<dataType>	0	<range>
1	15	NUM	1.000000	<range>	1	NUM
..	15	RANGEOP	 N/A 	<range>	1	RANGEOP
12	15	NUM	12.000000	<range>	1	NUM
]	15	SQBC	 N/A 	<dataType>	1	SQBC
of	15	OF	 N/A 	<dataType>	1	OF
----	15	----	 N/A 	<dataType>	0	<type>
boolean	15	BOOLEAN	 N/A 	<type>	1	BOOLEAN
;	15	SEMICOL	 N/A 	<declareStmt>	1	SEMICOL
----	15	----	 N/A 	<statements>	0	<statements>
----	16	----	 N/A 	<statements>	0	<statement>
----	16	----	 N/A 	<statement>	0	<declareStmt>
declare	16	DECLARE	 N/A 	<declareStmt>	1	DECLARE
----	16	----	 N/A 	<declareStmt>	0	<idList>
newarr	16	ID	 N/A 	<idList>	1	ID
:	16	COLON	 N/A 	<declareStmt>	1	COLON
----	16	----	 N/A 	<declareStmt>	0	<dataType>
array	16	ARRAY	 N/A 	<dataType>	1	ARRAY
[	16	SQBO	 N/A 	<dataType>	1	SQBO
----	16	----	 N/A 	<dataType>	0	<range>
1	16	NUM	1.000000	<range>	1	NUM
..	16	RANGEOP	 N/A 	<range>	1	RANGEOP
15	16	NUM	15.000000	<range>	1	NUM
]	16	SQBC	 N/A 	<dataType>	1	SQBC
of	16	OF	 N/A 	<dataType>	1	OF
----	16	----	 N/A 	<dataType>	0	<type>
real	16	REAL	 N/A 	<type>	1	REAL
;	16	SEMICOL	 N/A 	<declareStmt>	1	SEMICOL
----	16	----	 N/A 	<statements>	0	<statements>
----	17	----	 N/A 	<statements>	0	<statement>
----	17	----	 N/A 	<statement>	0	<declareStmt>
declare	17	DECLARE	 N/A 	<declareStmt>	1	DECLARE
----	17	----	 N/A 	<declareStmt>	0	<idList>
u	17	ID	 N/A 	<idList>	1	ID
:	17	COLON	 N/A 	<declareStmt>	1	COLON
----	17	----	 N/A 	<declareStmt>	0	<dataType>
boolean	17	BOOLEAN	 N/A 	<dataType>	1	BOOLEAN
;	17	SEMICOL	 N/A 	<declareStmt>	1	SEMICOL
----	17	----	 N/A 	<statements>	0	<statements>
----	18	----	 N/A 	<statements>	0	<statement>
----	18	----	 N/A 	<statement>	0	<iterativeStmt>
while	18	WHILE	 N/A 	<iterativeStmt>	1	WHILE
(	18	BO	 N/A 	<iterativeStmt>	1	BO
----	18	----	 N/A 	<iterativeStmt>	0	<AOBE>
----	18	----	 N/A 	<AOBE>	0	<AnyTerm>
----	18	----	 N/A 	<AnyTerm>	0	<arithmeticExpr>
----	18	----	 N/A 	<arithmeticExpr>	0	<term>
----	18	----	 N/A 	<term>	0	<factor>
----	18	----	 N/A 	<factor>	0	<var>
sum	18	ID	 N/A 	<var>	1	ID
----	18	----	 N/A 	<var>	0	<whichId>
----	18	----	 N/A 	<whichId>	1	e
----	18	----	 N/A 	<term>	0	<N5>
----	18	----	 N/A 	<N5>	1	e
----	18	----	 N/A 	<arithmeticExpr>	0	<N4>
----	18	----	 N/A 	<N4>	0	<op1>
-	18	MINUS	 N/A 	<op1>	1	MINUS
----	18	----	 N/A 	<N4>	0	<term>
----	18	----	 N/A 	<term>	0	<factor>
----	18	----	 N/A 	<factor>	0	<var>
3.0	18	RNUM	3.000000	<var>	1	RNUM
----	18	----	 N/A 	<term>	0	<N5>
----	18	----	 N/A 	<N5>	1	e
----	18	----	 N/A 	<N4>	0	<N4>
----	18	----	 N/A 	<N4>	1	e
----	18	----	 N/A 	<AnyTerm>	0	<WithRelOp>
----	18	----	 N/A 	<WithRelOp>	1	e
----	18	----	 N/A 	<AOBE>	0	<WithLogOp>
----	18	----	 N/A 	<WithLogOp>	0	<logicalOp>
OR	18	OR	 N/A 	<logicalOp>	1	OR
----	18	----	 N/A 	<WithLogOp>	0	<AnyTerm2>
----	18	----	 N/A 	<AnyTerm2>	0	<AnyTerm>
----	18	----	 N/A 	<AnyTerm>	0	<arithmeticExpr>
----	18	----	 N/A 	<arithmeticExpr>	0	<term>
----	18	----	 N/A 	<term>	0	<factor>
----	18	----	 N/A 	<factor>	0	<var>
sum	18	ID	 N/A 	<var>	1	ID
----	18	----	 N/A 	<var>	0	<whichId>
----	18	----	 N/A 	<whichId>	1	e
----	18	----	 N/A 	<term>	0	<N5>
----	18	----	 N/A 	<N5>	1	e
----	18	----	 N/A 	<arithmeticExpr>	0	<N4>
----	18	----	 N/A 	<N4>	1	e
----	18	----	 N/A 	<AnyTerm>	0	<WithRelOp>
----	18	----	 N/A 	<WithRelOp>	0	<relationalOp>
<=	18	LE	 N/A 	<relationalOp>	1	LE
----	18	----	 N/A 	<WithRelOp>	0	<negOrPosAE>
----	18	----	 N/A 	<negOrPosAE>	0	<BorNBAE>
----	18	----	 N/A 	<BorNBAE>	0	<arithmeticExpr>
----	18	----	 N/A 	<arithmeticExpr>	0	<term>
----	18	----	 N/A 	<term>	0	<factor>
----	18	----	 N/A 	<factor>	0	<var>
20.3	18	RNUM	20.299999	<var>	1	RNUM
----	18	----	 N/A 	<term>	0	<N5>
----	18	----	 N/A 	<N5>	1	e
----	18	----	 N/A 	<arithmeticExpr>	0	<N4>
----	18	----	 N/A 	<N4>	1	e
----	18	----	 N/A 	<WithRelOp>	0	<WithRelOp>
----	18	----	 N/A 	<WithRelOp>	1	e
----	18	----	 N/A 	<WithLogOp>	0	<WithLogOp>
----	18	----	 N/A 	<WithLogOp>	1	e
)	18	BC	 N/A 	<iterativeStmt>	1	BC
start	19	START	 N/A 	<iterativeStmt>	1	START
----	18	----	 N/A 	<iterativeStmt>	0	<statements>
----	20	----	 N/A 	<statements>	0	<statement>
----	20	----	 N/A 	<statement>	0	<declareStmt>
declare	20	DECLARE	 N/A 	<declareStmt>	1	DECLARE
----	20	----	 N/A 	<declareStmt>	0	<idList>
x	20	ID	 N/A 	<idList>	1	ID
:	20	COLON	 N/A 	<declareStmt>	1	COLON
----	20	----	 N/A 	<declareStmt>	0	<dataType>
integer	20	INTEGER	 N/A 	<dataType>	1	INTEGER
;	20	SEMICOL	 N/A 	<declareStmt>	1	SEMICOL
----	20	----	 N/A 	<statements>	0	<statements>
----	21	----	 N/A 	<statements>	0	<statement>
----	21	----	 N/A 	<statement>	0	<simpleStmt>
----	21	----	 N/A 	<simpleStmt>	0	<assignmentStmt>
x	21	ID	 N/A 	<assignmentStmt>	1	ID
----	21	----	 N/A 	<assignmentStmt>	0	<whichStmt>
----	21	----	 N/A 	<whichStmt>	0	<lvalueIDStmt>
:=	21	ASSIGNOP	 N/A 	<lvalueIDStmt>	1	ASSIGNOP
----	21	----	 N/A 	<lvalueIDStmt>	0	<expression>
----	21	----	 N/A 	<expression>	0	<AOBE>
----	21	----	 N/A 	<AOBE>	0	<AnyTerm>
----	21	----	 N/A 	<AnyTerm>	0	<arithmeticExpr>
----	21	----	 N/A 	<arithmeticExpr>	0	<term>
----	21	----	 N/A 	<term>	0	<factor>
----	21	----	 N/A 	<factor>	0	<var>
y	21	ID	 N/A 	<var>	1	ID
----	21	----	 N/A 	<var>	0	<whichId>
----	21	----	 N/A 	<whichId>	1	e
----	21	----	 N/A 	<term>	0	<N5>
----	21	----	 N/A 	<N5>	1	e
----	21	----	 N/A 	<arithmeticExpr>	0	<N4>
----	21	----	 N/A 	<N4>	0	<op1>
+	21	PLUS	 N/A 	<op1>	1	PLUS
----	21	----	 N/A 	<N4>	0	<term>
----	21	----	 N/A 	<term>	0	<factor>
----	21	----	 N/A 	<factor>	0	<var>
3	21	NUM	3.000000	<var>	1	NUM
----	21	----	 N/A 	<term>	0	<N5>
----	21	----	 N/A 	<N5>	0	<op2>
*	21	MUL	 N/A 	<op2>	1	MUL
----	21	----	 N/A 	<N5>	0	<factor>
----	21	----	 N/A 	<factor>	0	<var>
index	21	ID	 N/A 	<var>	1	ID
----	21	----	 N/A 	<var>	0	<whichId>
----	21	----	 N/A 	<whichId>	1	e
----	21	----	 N/A 	<N5>	0	<N5>
----	21	----	 N/A 	<N5>	1	e
----	21	----	 N/A 	<N4>	0	<N4>
----	21	----	 N/A 	<N4>	0	<op1>
-	21	MINUS	 N/A 	<op1>	1	MINUS
----	21	----	 N/A 	<N4>	0	<term>
----	21	----	 N/A 	<term>	0	<factor>
----	21	----	 N/A 	<factor>	0	<var>
32	21	NUM	32.000000	<var>	1	NUM
----	21	----	 N/A 	<term>	0	<N5>
----	21	----	 N/A 	<N5>	0	<op2>
*	21	MUL	 N/A 	<op2>	1	MUL
----	21	----	 N/A 	<N5>	0	<factor>
----	21	----	 N/A 	<factor>	0	<var>
5	21	NUM	5.000000	<var>	1	NUM
----	21	----	 N/A 	<N5>	0	<N5>
----	21	----	 N/A 	<N5>	1	e
----	21	----	 N/A 	<N4>	0	<N4>
----	21	----	 N/A 	<N4>	1	e
----	21	----	 N/A 	<AnyTerm>	0	<WithRelOp>
----	21	----	 N/A 	<WithRelOp>	1	e
----	21	----	 N/A 	<AOBE>	0	<WithLogOp>
----	21	----	 N/A 	<WithLogOp>	1	e
;	21	SEMICOL	 N/A 	<lvalueIDStmt>	1	SEMICOL
----	21	----	 N/A 	<statements>	0	<statements>
----	22	----	 N/A 	<statements>	0	<statement>
----	22	----	 N/A 	<statement>	0	<simpleStmt>
----	22	----	 N/A 	<simpleStmt>	0	<assignmentStmt>
sum	22	ID	 N/A 	<assignmentStmt>	1	ID
----	22	----	 N/A 	<assignmentStmt>	0	<whichStmt>
----	22	----	 N/A 	<whichStmt>	0	<lvalueIDStmt>
:=	22	ASSIGNOP	 N/A 	<lvalueIDStmt>	1	ASSIGNOP
----	22	----	 N/A 	<lvalueIDStmt>	0	<expression>
----	22	----	 N/A 	<expression>	0	<AOBE>
----	22	----	 N/A 	<AOBE>	0	<AnyTerm>
----	22	----	 N/A 	<AnyTerm>	0	<arithmeticExpr>
----	22	----	 N/A 	<arithmeticExpr>	0	<term>
----	22	----	 N/A 	<term>	0	<factor>
----	22	----	 N/A 	<factor>	0	<var>
p	22	ID	 N/A 	<var>	1	ID
----	22	----	 N/A 	<var>	0	<whichId>
----	22	----	 N/A 	<whichId>	1	e
----	22	----	 N/A 	<term>	0	<N5>
----	22	----	 N/A 	<N5>	1	e
----	22	----	 N/A 	<arithmeticExpr>	0	<N4>
----	22	----	 N/A 	<N4>	0	<op1>
+	22	PLUS	 N/A 	<op1>	1	PLUS
----	22	----	 N/A 	<N4>	0	<term>
----	22	----	 N/A 	<term>	0	<factor>
----	22	----	 N/A 	<factor>	0	<var>
23.5	22	RNUM	23.500000	<var>	1	RNUM
----	22	----	 N/A 	<term>	0	<N5>
----	22	----	 N/A 	<N5>	1	e
----	22	----	 N/A 	<N4>	0	<N4>
----	22	----	 N/A 	<N4>	1	e
----	22	----	 N/A 	<AnyTerm>	0	<WithRelOp>
----	22	----	 N/A 	<WithRelOp>	1	e
----	22	----	 N/A 	<AOBE>	0	<WithLogOp>
----	22	----	 N/A 	<WithLogOp>	1	e
;	22	SEMICOL	 N/A 	<lvalueIDStmt>	1	SEMICOL
----	22	----	 N/A 	<statements>	0	<statements>
----	23	----	 N/A 	<statements>	0	<statement>
----	23	----	 N/A 	<statement>	0	<simpleStmt>
----	23	----	 N/A 	<simpleStmt>	0	<assignmentStmt>
t	23	ID	 N/A 	<assignmentStmt>	1	ID
----	23	----	 N/A 	<assignmentStmt>	0	<whichStmt>
----	23	----	 N/A 	<whichStmt>	0	<lvalueIDStmt>
:=	23	ASSIGNOP	 N/A 	<lvalueIDStmt>	1	ASSIGNOP
----	23	----	 N/A 	<lvalueIDStmt>	0	<expression>
----	23	----	 N/A 	<expression>	0	<AOBE>
----	23	----	 N/A 	<AOBE>	0	<AnyTerm>
----	23	----	 N/A 	<AnyTerm>	0	<arithmeticExpr>
----	23	----	 N/A 	<arithmeticExpr>	0	<term>
----	23	----	 N/A 	<term>	0	<factor>
----	23	----	 N/A 	<factor>	0	<var>
true	23	TRUE	 N/A 	<var>	1	TRUE
----	23	----	 N/A 	<term>	0	<N5>
----	23	----	 N/A 	<N5>	1	e
----	23	----	 N/A 	<arithmeticExpr>	0	<N4>
----	23	----	 N/A 	<N4>	1	e
----	23	----	 N/A 	<AnyTerm>	0	<WithRelOp>
----	23	----	 N/A 	<WithRelOp>	1	e
----	23	----	 N/A 	<AOBE>	0	<WithLogOp>
----	23	----	 N/A 	<WithLogOp>	0	<logicalOp>
OR	23	OR	 N/A 	<logicalOp>	1	OR
----	23	----	 N/A 	<WithLogOp>	0	<AnyTerm2>
----	23	----	 N/A 	<AnyTerm2>	0	<AnyTerm>
----	23	----	 N/A 	<AnyTerm>	0	<arithmeticExpr>
----	23	----	 N/A 	<arithmeticExpr>	0	<term>
----	23	----	 N/A 	<term>	0	<factor>
----	23	----	 N/A 	<factor>	0	<var>
y	23	ID	 N/A 	<var>	1	ID
----	23	----	 N/A 	<var>	0	<whichId>
----	23	----	 N/A 	<whichId>	1	e
----	23	----	 N/A 	<term>	0	<N5>
----	23	----	 N/A 	<N5>	1	e
----	23	----	 N/A 	<arithmeticExpr>	0	<N4>
----	23	----	 N/A 	<N4>	0	<op1>
+	23	PLUS	 N/A 	<op1>	1	PLUS
----	23	----	 N/A 	<N4>	0	<term>
----	23	----	 N/A 	<term>	0	<factor>
----	23	----	 N/A 	<factor>	0	<var>
23	23	NUM	23.000000	<var>	1	NUM
----	23	----	 N/A 	<term>	0	<N5>
----	23	----	 N/A 	<N5>	1	e
----	23	----	 N/A 	<N4>	0	<N4>
----	23	----	 N/A 	<N4>	1	e
----	23	----	 N/A 	<AnyTerm>	0	<WithRelOp>
----	23	----	 N/A 	<WithRelOp>	0	<relationalOp>
>=	23	GE	 N/A 	<relationalOp>	1	GE
----	23	----	 N/A 	<WithRelOp>	0	<negOrPosAE>
----	23	----	 N/A 	<negOrPosAE>	0	<BorNBAE>
----	23	----	 N/A 	<BorNBAE>	0	<arithmeticExpr>
----	23	----	 N/A 	<arithmeticExpr>	0	<term>
----	23	----	 N/A 	<term>	0	<factor>
----	23	----	 N/A 	<factor>	0	<var>
x	23	ID	 N/A 	<var>	1	ID
----	23	----	 N/A 	<var>	0	<whichId>
----	23	----	 N/A 	<whichId>	1	e
----	23	----	 N/A 	<term>	0	<N5>
----	23	----	 N/A 	<N5>	1	e
----	23	----	 N/A 	<arithmeticExpr>	0	<N4>
----	23	----	 N/A 	<N4>	1	e
----	23	----	 N/A 	<WithRelOp>	0	<WithRelOp>
----	23	----	 N/A 	<WithRelOp>	1	e
----	23	----	 N/A 	<WithLogOp>	0	<WithLogOp>
----	23	----	 N/A 	<WithLogOp>	0	<logicalOp>
AND	23	AND	 N/A 	<logicalOp>	1	AND
----	23	----	 N/A 	<WithLogOp>	0	<AnyTerm2>
----	23	----	 N/A 	<AnyTerm2>	0	<AnyTerm>
----	23	----	 N/A 	<AnyTerm>	0	<arithmeticExpr>
----	23	----	 N/A 	<arithmeticExpr>	0	<term>
----	23	----	 N/A 	<term>	0	<factor>
----	23	----	 N/A 	<factor>	0	<var>
23.5	23	RNUM	23.500000	<var>	1	RNUM
----	23	----	 N/A 	<term>	0	<N5>
----	23	----	 N/A 	<N5>	1	e
----	23	----	 N/A 	<arithmeticExpr>	0	<N4>
----	23	----	 N/A 	<N4>	1	e
----	23	----	 N/A 	<AnyTerm>	0	<WithRelOp>
----	23	----	 N/A 	<WithRelOp>	0	<relationalOp>
<=	23	LE	 N/A 	<relationalOp>	1	LE
----	23	----	 N/A 	<WithRelOp>	0	<negOrPosAE>
----	23	----	 N/A 	<negOrPosAE>	0	<BorNBAE>
----	23	----	 N/A 	<BorNBAE>	0	<arithmeticExpr>
----	23	----	 N/A 	<arithmeticExpr>	0	<term>
----	23	----	 N/A 	<term>	0	<factor>
----	23	----	 N/A 	<factor>	0	<var>
newarr	23	ID	 N/A 	<var>	1	ID
----	23	----	 N/A 	<var>	0	<whichId>
[	23	SQBO	 N/A 	<whichId>	1	SQBO
v	23	ID	 N/A 	<whichId>	1	ID
]	23	SQBC	 N/A 	<whichId>	1	SQBC
----	23	----	 N/A 	<term>	0	<N5>
----	23	----	 N/A 	<N5>	1	e
----	23	----	 N/A 	<arithmeticExpr>	0	<N4>
----	23	----	 N/A 	<N4>	1	e
----	23	----	 N/A 	<WithRelOp>	0	<WithRelOp>
----	23	----	 N/A 	<WithRelOp>	1	e
